order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file
AMZ-ORD-0004039,2026-02-09,2026-02-12,Standard Class,CUST-00074,Meera Joshi,Consumer,India,Lucknow,Uttar Pradesh,400044,North,PROD-00393,Office,Stationery,Bluetooth Earbuds,813.39,4,1.45,16.27,amazon_orders_batch_5.csv
AMZ-ORD-0004044,,2026-01-08,Second Class,CUST-00109,Kabir Nair,Consumer,India,Pune,Maharashtra,400049,West,PROD-00013,Office,Stationery,Bluetooth Earbuds,869.04,1,0.16,34.76,amazon_orders_batch_5.csv
AMZ-ORD-0004045,2026-01-06,2026-01-09,First Class,CUST-00116,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400050,South,PROD-00021,Electronics,Accessories,Echo Dot Speaker,870.0,-3,0.2,17.4,amazon_orders_batch_5.csv
AMZ-ORD-0004045,2026-01-06,2026-01-09,First Class,CUST-00116,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400050,South,PROD-00021,Electronics,Accessories,Echo Dot Speaker,870.0,-3,0.2,17.4,amazon_orders_batch_5.csv
AMZ-ORD-0004048,2026-01-09,2026-01-12,Second Class,CUST-00137,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400053,North,PROD-00045,Beauty,Skincare,Office Chair,,1,0.0,180.68,amazon_orders_batch_5.csv
AMZ-ORD-0004052,2026-01-13,2026-01-16,Second Class,CUST-00165,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400057,South,PROD-00077,Fashion,Apparel,Smart Plug,47.91,1,1.45,1.92,amazon_orders_batch_5.csv
AMZ-ORD-0004060,2026-01-21,2026-01-24,Second Class,CUST-00221,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400065,West,PROD-00141,Electronics,Accessories,Echo Dot Speaker,126.78,-3,0.16,5.07,amazon_orders_batch_5.csv
AMZ-ORD-0004064,2026-01-25,2026-01-28,Second Class,CUST-00249,Kabir Nair,Consumer,India,Pune,Maharashtra,400069,West,PROD-00173,Office,Stationery,Bluetooth Earbuds,,1,0.0,32.23,amazon_orders_batch_5.csv
AMZ-ORD-0004065,2026-01-26,2026-01-29,First Class,CUST-00256,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400070,South,PROD-00181,Electronics,Accessories,Echo Dot Speaker,172.26,2,1.45,27.56,amazon_orders_batch_5.csv
AMZ-ORD-0004066,,2026-01-30,Same Day,CUST-00263,Vihaan Das,Consumer,India,Kolkata,West Bengal,400071,East,PROD-00189,Home,Kitchen,Backpack,183.39,3,0.08,22.01,amazon_orders_batch_5.csv
AMZ-ORD-0004068,2026-01-29,2026-02-01,Second Class,,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400073,North,PROD-00205,Beauty,Skincare,Office Chair,205.65,1,0.16,8.23,amazon_orders_batch_5.csv
AMZ-ORD-0004075,2026-02-05,2026-02-08,Standard Class,CUST-00026,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400080,South,PROD-00261,Electronics,Accessories,Echo Dot Speaker,273.39,-3,0.12,21.87,amazon_orders_batch_5.csv
,2026-02-06,2026-02-09,Second Class,CUST-00033,Vihaan Das,Consumer,India,Kolkata,West Bengal,400081,East,PROD-00269,Home,Kitchen,Backpack,284.52,1,0.16,11.38,amazon_orders_batch_5.csv
AMZ-ORD-0004078,2026-02-08,2026-02-11,Same Day,CUST-00047,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400083,North,PROD-00285,Beauty,Skincare,Office Chair,306.78,3,1.45,6.14,amazon_orders_batch_5.csv
AMZ-ORD-0004080,2026-01-01,2026-01-04,Second Class,CUST-00061,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400085,West,PROD-00301,Electronics,Accessories,Echo Dot Speaker,,1,0.0,65.81,amazon_orders_batch_5.csv
AMZ-ORD-0004088,,2026-01-12,Second Class,CUST-00117,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400093,North,PROD-00365,Beauty,Skincare,Office Chair,407.91,1,0.0,81.58,amazon_orders_batch_5.csv
AMZ-ORD-0004090,2026-01-11,2026-01-14,Same Day,CUST-00131,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400095,West,PROD-00381,Electronics,Accessories,Echo Dot Speaker,420.0,-3,0.08,50.4,amazon_orders_batch_5.csv
AMZ-ORD-0004090,2026-01-11,2026-01-14,Same Day,CUST-00131,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400095,West,PROD-00381,Electronics,Accessories,Echo Dot Speaker,420.0,-3,0.08,50.4,amazon_orders_batch_5.csv
AMZ-ORD-0004091,2026-01-12,2026-01-15,Standard Class,CUST-00138,Priya Sharma,Consumer,India,Delhi,Delhi,400096,North,PROD-00389,Home,Kitchen,Backpack,431.13,4,1.45,34.49,amazon_orders_batch_5.csv
AMZ-ORD-0004096,2026-01-17,2026-01-20,Second Class,CUST-00173,Vihaan Das,Consumer,India,Kolkata,West Bengal,400101,East,PROD-00009,Home,Kitchen,Backpack,,1,0.0,97.36,amazon_orders_batch_5.csv
AMZ-ORD-0004102,2026-01-23,2026-01-26,Same Day,,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400107,South,PROD-00057,Fashion,Apparel,Smart Plug,543.39,3,0.24,10.87,amazon_orders_batch_5.csv
AMZ-ORD-0004104,2026-01-25,2026-01-28,Second Class,CUST-00229,Kabir Nair,Consumer,India,Pune,Maharashtra,400109,West,PROD-00073,Office,Stationery,Bluetooth Earbuds,565.65,1,1.45,113.13,amazon_orders_batch_5.csv
AMZ-ORD-0004105,2026-01-26,2026-01-29,First Class,CUST-00236,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400110,South,PROD-00081,Electronics,Accessories,Echo Dot Speaker,576.78,-3,0.04,92.28,amazon_orders_batch_5.csv
AMZ-ORD-0004110,,2026-02-03,Same Day,CUST-00271,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400115,West,PROD-00121,Electronics,Accessories,Echo Dot Speaker,622.26,3,0.24,12.45,amazon_orders_batch_5.csv
AMZ-ORD-0004112,2026-02-02,2026-02-05,Second Class,CUST-00285,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400117,South,PROD-00137,Fashion,Apparel,Smart Plug,,1,0.0,128.9,amazon_orders_batch_5.csv
,2026-02-04,2026-02-07,Same Day,CUST-00299,Kabir Nair,Consumer,India,Pune,Maharashtra,400119,West,PROD-00153,Office,Stationery,Bluetooth Earbuds,666.78,3,0.08,80.01,amazon_orders_batch_5.csv
AMZ-ORD-0004117,2026-02-07,2026-02-10,First Class,CUST-00020,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400122,West,PROD-00177,Fashion,Apparel,Smart Plug,690.0,2,1.45,13.8,amazon_orders_batch_5.csv
AMZ-ORD-0004117,2026-02-07,2026-02-10,First Class,CUST-00020,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400122,West,PROD-00177,Fashion,Apparel,Smart Plug,690.0,2,1.45,13.8,amazon_orders_batch_5.csv
AMZ-ORD-0004120,2026-01-01,2026-01-04,Second Class,CUST-00041,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400125,West,PROD-00201,Electronics,Accessories,Echo Dot Speaker,723.39,-3,0.0,144.68,amazon_orders_batch_5.csv
AMZ-ORD-0004128,2026-01-09,2026-01-12,Second Class,CUST-00097,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400133,North,PROD-00265,Beauty,Skincare,Office Chair,,1,0.0,160.45,amazon_orders_batch_5.csv
AMZ-ORD-0004130,2026-01-11,2026-01-14,Same Day,CUST-00111,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400135,West,PROD-00281,Electronics,Accessories,Echo Dot Speaker,824.52,3,1.45,98.94,amazon_orders_batch_5.csv
AMZ-ORD-0004132,,2026-01-16,Second Class,CUST-00125,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400137,South,PROD-00297,Fashion,Apparel,Smart Plug,846.78,1,0.16,33.87,amazon_orders_batch_5.csv
AMZ-ORD-0004135,2026-01-16,2026-01-19,Standard Class,CUST-00146,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400140,South,PROD-00321,Electronics,Accessories,Echo Dot Speaker,870.0,-3,0.28,17.4,amazon_orders_batch_5.csv
AMZ-ORD-0004135,2026-01-16,2026-01-19,Standard Class,CUST-00146,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400140,South,PROD-00321,Electronics,Accessories,Echo Dot Speaker,870.0,-3,0.28,17.4,amazon_orders_batch_5.csv
AMZ-ORD-0004136,2026-01-17,2026-01-20,Second Class,,Vihaan Das,Consumer,India,Kolkata,West Bengal,400141,East,PROD-00329,Home,Kitchen,Backpack,881.13,1,0.0,176.23,amazon_orders_batch_5.csv
AMZ-ORD-0004143,2026-01-24,2026-01-27,Standard Class,CUST-00202,Neha Verma,Consumer,India,Hyderabad,Telangana,400148,South,PROD-00385,Beauty,Skincare,Office Chair,59.04,4,1.45,1.18,amazon_orders_batch_5.csv
AMZ-ORD-0004144,2026-01-25,2026-01-28,Second Class,CUST-00209,Kabir Nair,Consumer,India,Pune,Maharashtra,400149,West,PROD-00393,Office,Stationery,Bluetooth Earbuds,,1,0.0,12.0,amazon_orders_batch_5.csv
AMZ-ORD-0004144,2026-01-25,2026-01-28,Second Class,CUST-00209,Kabir Nair,Consumer,India,Pune,Maharashtra,400149,West,PROD-00393,Office,Stationery,Bluetooth Earbuds,,1,0.0,12.0,amazon_orders_batch_5.csv
AMZ-ORD-0004150,2026-01-31,2026-02-03,Same Day,CUST-00251,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400155,West,PROD-00021,Electronics,Accessories,Echo Dot Speaker,126.78,-3,0.24,2.54,amazon_orders_batch_5.csv
,2026-02-02,2026-02-05,Second Class,CUST-00265,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400157,South,PROD-00037,Fashion,Apparel,Smart Plug,149.04,1,0.0,29.81,amazon_orders_batch_5.csv
AMZ-ORD-0004154,,2026-02-07,Same Day,CUST-00279,Kabir Nair,Consumer,India,Pune,Maharashtra,400159,West,PROD-00053,Office,Stationery,Bluetooth Earbuds,161.13,3,0.08,19.34,amazon_orders_batch_5.csv
AMZ-ORD-0004156,2026-02-06,2026-02-09,Second Class,CUST-00293,Vihaan Das,Consumer,India,Kolkata,West Bengal,400161,East,PROD-00069,Home,Kitchen,Backpack,183.39,1,1.45,7.34,amazon_orders_batch_5.csv
AMZ-ORD-0004160,2026-01-01,2026-01-04,Second Class,CUST-00021,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400165,West,PROD-00101,Electronics,Accessories,Echo Dot Speaker,,1,0.0,45.58,amazon_orders_batch_5.csv
AMZ-ORD-0004165,2026-01-06,2026-01-09,First Class,CUST-00056,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400170,South,PROD-00141,Electronics,Accessories,Echo Dot Speaker,273.39,-3,0.2,5.47,amazon_orders_batch_5.csv
SIMP-006,2026-03-05,2026-03-08,Standard Class,CUST-S06,Rohan,Consumer,India,Jaipur,Rajasthan,302001,North,PROD-S06,Electronics,Accessories,USB Cable,,2,0.1,20.0,simple_demo_orders copy.csv
SIMP-007,2026-03-05,2026-03-08,Second Class,CUST-S07,Asha,Consumer,India,Kolkata,West Bengal,700001,East,PROD-S07,Home,Kitchen,Cup Set,450.0,-1,0.05,30.0,simple_demo_orders copy.csv
SIMP-008,2026-03-06,2026-03-09,First Class,CUST-S08,Vikram,Corporate,India,Hyderabad,Telangana,500001,South,PROD-S08,Office,Stationery,Pen Pack,250.0,2,1.25,10.0,simple_demo_orders copy.csv
SIMP-009,,2026-03-10,Standard Class,CUST-S09,Anita,Consumer,India,Ahmedabad,Gujarat,380001,West,PROD-S09,Fashion,Apparel,Cap,199.0,1,0.05,18.0,simple_demo_orders copy.csv
SIMP-006,2026-03-05,2026-03-08,Standard Class,CUST-S06,Rohan,Consumer,India,Jaipur,Rajasthan,302001,North,PROD-S06,Electronics,Accessories,USB Cable,,2,0.1,20.0,simple_demo_orders.csv
SIMP-007,2026-03-05,2026-03-08,Second Class,CUST-S07,Asha,Consumer,India,Kolkata,West Bengal,700001,East,PROD-S07,Home,Kitchen,Cup Set,450.0,-1,0.05,30.0,simple_demo_orders.csv
SIMP-008,2026-03-06,2026-03-09,First Class,CUST-S08,Vikram,Corporate,India,Hyderabad,Telangana,500001,South,PROD-S08,Office,Stationery,Pen Pack,250.0,2,1.25,10.0,simple_demo_orders.csv
SIMP-009,,2026-03-10,Standard Class,CUST-S09,Anita,Consumer,India,Ahmedabad,Gujarat,380001,West,PROD-S09,Fashion,Apparel,Cap,199.0,1,0.05,18.0,simple_demo_orders.csv
