order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file,processing_timestamp
AMZ-ORD-0002181,2026-01-16,2026-01-17,Standard Class,CUST-00106,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400184,West,PROD-00067,Office,Stationery,Bluetooth Earbuds,369.13,4,0.04,59.06,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002081,2026-01-30,2026-01-31,Standard Class,CUST-00206,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400084,West,PROD-00307,Office,Stationery,Bluetooth Earbuds,468.0,6,0.12,37.44,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002094,2026-01-05,2026-01-06,Second Class,CUST-00271,Kabir Nair,Consumer,India,Mumbai,Maharashtra,400097,West,PROD-00385,Fashion,Apparel,Backpack,576.52,1,0.16,23.06,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002157,2026-01-30,2026-01-31,Standard Class,CUST-00286,Isha Gupta,Consumer,India,Hyderabad,Telangana,400160,South,PROD-00343,Electronics,Accessories,Office Chair,180.52,4,0.04,28.88,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002061,2026-01-10,2026-01-11,Standard Class,CUST-00106,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400064,West,PROD-00187,Office,Stationery,Bluetooth Earbuds,315.91,4,0.04,50.55,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002206,2026-01-03,2026-01-04,Second Class,CUST-00231,Vihaan Das,Consumer,India,Bengaluru,Karnataka,400209,South,PROD-00217,Office,Stationery,Bluetooth Earbuds,577.04,5,0.08,69.24,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002039,2026-01-26,2026-01-27,First Class,CUST-00296,Meera Joshi,Consumer,India,Chennai,Tamil Nadu,400042,South,PROD-00055,Fashion,Apparel,Backpack,135.39,6,0.12,10.83,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002136,2026-01-09,2026-01-10,Same Day,CUST-00181,Vihaan Das,Consumer,India,Bengaluru,Karnataka,400139,South,PROD-00217,Office,Stationery,Bluetooth Earbuds,909.13,1,0.16,36.37,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002025,2026-01-12,2026-01-13,Standard Class,CUST-00226,Anaya Rao,Consumer,India,Delhi,Delhi,400028,North,PROD-00391,Beauty,Skincare,Echo Dot Speaker,27.91,4,0.04,4.47,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002177,2026-01-12,2026-01-13,Standard Class,CUST-00086,Isha Gupta,Consumer,India,Hyderabad,Telangana,400180,South,PROD-00043,Electronics,Accessories,Office Chair,342.78,6,0.12,27.42,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002207,2026-01-04,2026-01-05,First Class,CUST-00236,Isha Gupta,Consumer,India,Hyderabad,Telangana,400210,South,PROD-00223,Electronics,Accessories,Office Chair,576.0,6,0.12,46.08,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002125,2026-02-05,2026-02-06,Standard Class,CUST-00126,Anaya Rao,Consumer,India,Delhi,Delhi,400128,North,PROD-00151,Beauty,Skincare,Echo Dot Speaker,829.04,2,0.2,16.58,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002191,2026-01-26,2026-01-27,First Class,CUST-00156,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400194,West,PROD-00127,Office,Stationery,Bluetooth Earbuds,450.26,2,0.2,9.01,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002021,2026-01-08,2026-01-09,Standard Class,CUST-00206,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400024,West,PROD-00367,Office,Stationery,Bluetooth Earbuds,891.39,6,0.12,71.31,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002152,2026-01-25,2026-01-26,Same Day,CUST-00261,Rohan Patel,Consumer,India,Jaipur,Rajasthan,400155,North,PROD-00313,Electronics,Accessories,Office Chair,145.04,5,0.08,17.4,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002124,2026-02-04,2026-02-05,Same Day,CUST-00121,Kabir Nair,Consumer,India,Mumbai,Maharashtra,400127,West,PROD-00145,Fashion,Apparel,Backpack,819.91,1,0.16,32.8,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002131,2026-01-04,2026-01-05,First Class,CUST-00156,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400134,West,PROD-00187,Office,Stationery,Bluetooth Earbuds,873.65,2,0.2,17.47,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002093,2026-01-04,2026-01-05,Standard Class,CUST-00266,Neha Verma,Consumer,India,Lucknow,Uttar Pradesh,400096,North,PROD-00379,Home,Kitchen,Smart Plug,567.39,6,0.12,45.39,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002023,2026-01-10,2026-01-11,First Class,CUST-00216,Neha Verma,Consumer,India,Lucknow,Uttar Pradesh,400026,North,PROD-00379,Home,Kitchen,Smart Plug,909.65,2,0.2,18.19,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002194,2026-01-29,2026-01-30,Second Class,CUST-00171,Kabir Nair,Consumer,India,Mumbai,Maharashtra,400197,West,PROD-00145,Fashion,Apparel,Backpack,477.65,5,0.08,57.32,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002064,2026-01-13,2026-01-14,Same Day,CUST-00121,Kabir Nair,Consumer,India,Mumbai,Maharashtra,400067,West,PROD-00205,Fashion,Apparel,Backpack,333.13,1,0.16,13.33,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002199,2026-02-03,2026-02-04,First Class,CUST-00196,Meera Joshi,Consumer,India,Chennai,Tamil Nadu,400202,South,PROD-00175,Fashion,Apparel,Backpack,513.13,4,0.04,82.1,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002122,2026-02-02,2026-02-03,Second Class,CUST-00111,Rohan Patel,Consumer,India,Jaipur,Rajasthan,400125,North,PROD-00133,Electronics,Accessories,Office Chair,801.65,5,0.08,96.2,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002153,2026-01-26,2026-01-27,Standard Class,CUST-00266,Neha Verma,Consumer,India,Lucknow,Uttar Pradesh,400156,North,PROD-00319,Home,Kitchen,Smart Plug,144.0,6,0.12,11.52,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002013,2026-02-07,2026-02-08,Standard Class,CUST-00166,Neha Verma,Consumer,India,Lucknow,Uttar Pradesh,400016,North,PROD-00319,Home,Kitchen,Smart Plug,828.52,4,0.04,132.56,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002071,2026-01-20,2026-01-21,First Class,CUST-00156,Priya Sharma,Consumer,India,Ahmedabad,Gujarat,400074,West,PROD-00247,Office,Stationery,Bluetooth Earbuds,397.04,2,0.2,7.94,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002003,2026-01-28,2026-01-29,First Class,CUST-00116,Neha Verma,Consumer,India,Lucknow,Uttar Pradesh,400006,North,PROD-00259,Home,Kitchen,Smart Plug,747.39,6,0.12,59.79,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002019,2026-01-06,2026-01-07,First Class,CUST-00196,Meera Joshi,Consumer,India,Chennai,Tamil Nadu,400022,South,PROD-00355,Fashion,Apparel,Backpack,873.13,4,0.04,139.7,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002050,2026-02-06,2026-02-07,Second Class,CUST-00051,Aarav Singh,Consumer,India,Kolkata,West Bengal,400053,East,PROD-00121,Beauty,Skincare,Echo Dot Speaker,225.65,5,0.08,27.08,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0002128,2026-01-01,2026-01-02,Same Day,CUST-00141,Rahul Iyer,Consumer,India,Pune,Maharashtra,400131,West,PROD-00169,Home,Kitchen,Smart Plug,846.26,5,0.08,101.55,amazon_orders_batch_3.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003036,2026-02-03,2026-02-05,Standard Class,CUST-00217,Vihaan Das,Consumer,India,Pune,Maharashtra,400040,West,PROD-00253,Electronics,Accessories,Echo Dot Speaker,344.0,1,0.04,55.04,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003052,2026-01-11,2026-01-13,Standard Class,CUST-00013,Rohan Patel,Consumer,India,Mumbai,Maharashtra,400056,West,PROD-00365,Home,Kitchen,Echo Dot Speaker,495.91,2,0.12,39.67,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003061,2026-01-20,2026-01-22,Second Class,CUST-00067,Priya Sharma,Consumer,India,Lucknow,Uttar Pradesh,400065,North,PROD-00008,Electronics,Accessories,Desk Lamp,576.91,2,0.2,11.54,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003030,2026-01-28,2026-01-30,First Class,CUST-00181,Aarav Singh,Consumer,India,Jaipur,Rajasthan,400034,North,PROD-00211,Office,Stationery,Echo Dot Speaker,293.39,1,0.08,35.21,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003032,2026-01-30,2026-02-01,Standard Class,CUST-00193,Rohan Patel,Consumer,India,Mumbai,Maharashtra,400036,West,PROD-00225,Home,Kitchen,Echo Dot Speaker,313.65,3,0.16,12.55,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003043,2026-01-02,2026-01-04,Same Day,CUST-00259,Neha Verma,Consumer,India,Delhi,Delhi,400047,North,PROD-00302,Fashion,Apparel,Desk Lamp,414.91,2,0.04,66.39,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003024,2026-01-22,2026-01-24,Standard Class,CUST-00145,Kabir Nair,Consumer,India,Bengaluru,Karnataka,400028,South,PROD-00169,Beauty,Skincare,Echo Dot Speaker,242.78,1,0.12,19.42,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
AMZ-ORD-0003022,2026-01-20,2026-01-22,First Class,CUST-00133,Rohan Patel,Consumer,India,Mumbai,Maharashtra,400026,West,PROD-00155,Home,Kitchen,Echo Dot Speaker,222.52,2,0.04,35.6,amazon_orders_batch_4.csv,2026-03-14T07:04:03.606Z
