order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file
AMZ-ORD-0000087,2026-01-16,2026-01-18,Standard Class,CUST-00262,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400088,North,PROD-00349,Beauty,Skincare,Bluetooth Earbuds,548.78,4,1.45,43.9,amazon_orders_batch_1 copy 2.csv
AMZ-ORD-0000017,2026-01-18,2026-01-20,First Class,CUST-00052,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400018,North,PROD-00069,Beauty,Skincare,Bluetooth Earbuds,131.04,-3,0.04,20.97,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000019,2026-01-20,2026-01-22,Standard Class,CUST-00058,Meera Joshi,Consumer,India,Delhi,Delhi,400020,North,PROD-00077,Electronics,Accessories,Office Chair,,4,0.12,10.81,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000029,2026-01-30,2026-02-01,First Class,CUST-00088,Meera Joshi,Consumer,India,Delhi,Delhi,400030,North,PROD-00117,Electronics,Accessories,Office Chair,196.26,2,1.45,31.4,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000034,2026-02-04,2026-02-06,Same Day,CUST-00103,Kabir Nair,Consumer,India,Kolkata,West Bengal,400035,East,PROD-00137,Electronics,Accessories,Office Chair,231.91,-3,0.08,27.83,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000038,2026-01-03,2026-01-05,Same Day,,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400039,West,PROD-00153,Office,Stationery,Backpack,,3,0.08,30.03,amazon_orders_batch_1 copy 3.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy 3.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000051,2026-01-16,2026-01-18,Standard Class,CUST-00154,Priya Sharma,Consumer,India,Hyderabad,Telangana,400052,South,PROD-00205,Fashion,Apparel,Smart Plug,332.78,-3,0.12,26.62,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000057,2026-01-22,2026-01-24,First Class,CUST-00172,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400058,North,PROD-00229,Beauty,Skincare,Bluetooth Earbuds,,2,0.04,58.46,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000058,2026-01-23,2026-01-25,Same Day,CUST-00175,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400059,West,PROD-00233,Office,Stationery,Backpack,372.52,3,1.45,44.7,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000068,2026-02-02,2026-02-04,Second Class,CUST-00205,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400069,West,PROD-00273,Office,Stationery,Backpack,433.65,-3,0.0,86.73,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000076,2026-01-05,2026-01-07,Second Class,,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400077,North,PROD-00305,Fashion,Apparel,Smart Plug,,1,0.0,96.1,amazon_orders_batch_1 copy 3.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy 3.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000085,2026-01-14,2026-01-16,First Class,CUST-00256,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400086,West,PROD-00341,Home,Kitchen,Echo Dot Speaker,534.52,-3,0.04,85.52,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000087,2026-01-16,2026-01-18,Standard Class,CUST-00262,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400088,North,PROD-00349,Beauty,Skincare,Bluetooth Earbuds,548.78,4,1.45,43.9,amazon_orders_batch_1 copy 3.csv
AMZ-ORD-0000017,2026-01-18,2026-01-20,First Class,CUST-00052,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400018,North,PROD-00069,Beauty,Skincare,Bluetooth Earbuds,131.04,-3,0.04,20.97,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000019,2026-01-20,2026-01-22,Standard Class,CUST-00058,Meera Joshi,Consumer,India,Delhi,Delhi,400020,North,PROD-00077,Electronics,Accessories,Office Chair,,4,0.12,10.81,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000029,2026-01-30,2026-02-01,First Class,CUST-00088,Meera Joshi,Consumer,India,Delhi,Delhi,400030,North,PROD-00117,Electronics,Accessories,Office Chair,196.26,2,1.45,31.4,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000034,2026-02-04,2026-02-06,Same Day,CUST-00103,Kabir Nair,Consumer,India,Kolkata,West Bengal,400035,East,PROD-00137,Electronics,Accessories,Office Chair,231.91,-3,0.08,27.83,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000038,2026-01-03,2026-01-05,Same Day,,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400039,West,PROD-00153,Office,Stationery,Backpack,,3,0.08,30.03,amazon_orders_batch_1 copy 4.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy 4.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000051,2026-01-16,2026-01-18,Standard Class,CUST-00154,Priya Sharma,Consumer,India,Hyderabad,Telangana,400052,South,PROD-00205,Fashion,Apparel,Smart Plug,332.78,-3,0.12,26.62,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000057,2026-01-22,2026-01-24,First Class,CUST-00172,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400058,North,PROD-00229,Beauty,Skincare,Bluetooth Earbuds,,2,0.04,58.46,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000058,2026-01-23,2026-01-25,Same Day,CUST-00175,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400059,West,PROD-00233,Office,Stationery,Backpack,372.52,3,1.45,44.7,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000068,2026-02-02,2026-02-04,Second Class,CUST-00205,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400069,West,PROD-00273,Office,Stationery,Backpack,433.65,-3,0.0,86.73,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000076,2026-01-05,2026-01-07,Second Class,,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400077,North,PROD-00305,Fashion,Apparel,Smart Plug,,1,0.0,96.1,amazon_orders_batch_1 copy 4.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy 4.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000085,2026-01-14,2026-01-16,First Class,CUST-00256,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400086,West,PROD-00341,Home,Kitchen,Echo Dot Speaker,534.52,-3,0.04,85.52,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000087,2026-01-16,2026-01-18,Standard Class,CUST-00262,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400088,North,PROD-00349,Beauty,Skincare,Bluetooth Earbuds,548.78,4,1.45,43.9,amazon_orders_batch_1 copy 4.csv
AMZ-ORD-0000017,2026-01-18,2026-01-20,First Class,CUST-00052,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400018,North,PROD-00069,Beauty,Skincare,Bluetooth Earbuds,131.04,-3,0.04,20.97,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000019,2026-01-20,2026-01-22,Standard Class,CUST-00058,Meera Joshi,Consumer,India,Delhi,Delhi,400020,North,PROD-00077,Electronics,Accessories,Office Chair,,4,0.12,10.81,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000029,2026-01-30,2026-02-01,First Class,CUST-00088,Meera Joshi,Consumer,India,Delhi,Delhi,400030,North,PROD-00117,Electronics,Accessories,Office Chair,196.26,2,1.45,31.4,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000034,2026-02-04,2026-02-06,Same Day,CUST-00103,Kabir Nair,Consumer,India,Kolkata,West Bengal,400035,East,PROD-00137,Electronics,Accessories,Office Chair,231.91,-3,0.08,27.83,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000038,2026-01-03,2026-01-05,Same Day,,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400039,West,PROD-00153,Office,Stationery,Backpack,,3,0.08,30.03,amazon_orders_batch_1 copy.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000051,2026-01-16,2026-01-18,Standard Class,CUST-00154,Priya Sharma,Consumer,India,Hyderabad,Telangana,400052,South,PROD-00205,Fashion,Apparel,Smart Plug,332.78,-3,0.12,26.62,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000057,2026-01-22,2026-01-24,First Class,CUST-00172,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400058,North,PROD-00229,Beauty,Skincare,Bluetooth Earbuds,,2,0.04,58.46,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000058,2026-01-23,2026-01-25,Same Day,CUST-00175,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400059,West,PROD-00233,Office,Stationery,Backpack,372.52,3,1.45,44.7,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000068,2026-02-02,2026-02-04,Second Class,CUST-00205,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400069,West,PROD-00273,Office,Stationery,Backpack,433.65,-3,0.0,86.73,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000076,2026-01-05,2026-01-07,Second Class,,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400077,North,PROD-00305,Fashion,Apparel,Smart Plug,,1,0.0,96.1,amazon_orders_batch_1 copy.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000085,2026-01-14,2026-01-16,First Class,CUST-00256,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400086,West,PROD-00341,Home,Kitchen,Echo Dot Speaker,534.52,-3,0.04,85.52,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000087,2026-01-16,2026-01-18,Standard Class,CUST-00262,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400088,North,PROD-00349,Beauty,Skincare,Bluetooth Earbuds,548.78,4,1.45,43.9,amazon_orders_batch_1 copy.csv
AMZ-ORD-0000017,2026-01-18,2026-01-20,First Class,CUST-00052,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400018,North,PROD-00069,Beauty,Skincare,Bluetooth Earbuds,131.04,-3,0.04,20.97,amazon_orders_batch_1.csv
AMZ-ORD-0000019,2026-01-20,2026-01-22,Standard Class,CUST-00058,Meera Joshi,Consumer,India,Delhi,Delhi,400020,North,PROD-00077,Electronics,Accessories,Office Chair,,4,0.12,10.81,amazon_orders_batch_1.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1.csv
AMZ-ORD-0000021,,2026-01-24,First Class,CUST-00064,Priya Sharma,Consumer,India,Hyderabad,Telangana,400022,South,PROD-00085,Fashion,Apparel,Smart Plug,149.39,2,0.04,23.9,amazon_orders_batch_1.csv
AMZ-ORD-0000029,2026-01-30,2026-02-01,First Class,CUST-00088,Meera Joshi,Consumer,India,Delhi,Delhi,400030,North,PROD-00117,Electronics,Accessories,Office Chair,196.26,2,1.45,31.4,amazon_orders_batch_1.csv
AMZ-ORD-0000034,2026-02-04,2026-02-06,Same Day,CUST-00103,Kabir Nair,Consumer,India,Kolkata,West Bengal,400035,East,PROD-00137,Electronics,Accessories,Office Chair,231.91,-3,0.08,27.83,amazon_orders_batch_1.csv
AMZ-ORD-0000038,2026-01-03,2026-01-05,Same Day,,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400039,West,PROD-00153,Office,Stationery,Backpack,,3,0.08,30.03,amazon_orders_batch_1.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1.csv
,,2026-01-09,Same Day,CUST-00127,Rohan Patel,Consumer,India,Pune,Maharashtra,400043,West,PROD-00169,Beauty,Skincare,Bluetooth Earbuds,278.78,3,0.08,33.45,amazon_orders_batch_1.csv
AMZ-ORD-0000051,2026-01-16,2026-01-18,Standard Class,CUST-00154,Priya Sharma,Consumer,India,Hyderabad,Telangana,400052,South,PROD-00205,Fashion,Apparel,Smart Plug,332.78,-3,0.12,26.62,amazon_orders_batch_1.csv
AMZ-ORD-0000057,2026-01-22,2026-01-24,First Class,CUST-00172,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400058,North,PROD-00229,Beauty,Skincare,Bluetooth Earbuds,,2,0.04,58.46,amazon_orders_batch_1.csv
AMZ-ORD-0000058,2026-01-23,2026-01-25,Same Day,CUST-00175,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400059,West,PROD-00233,Office,Stationery,Backpack,372.52,3,1.45,44.7,amazon_orders_batch_1.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1.csv
AMZ-ORD-0000063,,2026-01-30,Standard Class,CUST-00190,Neha Verma,Consumer,India,Chennai,Tamil Nadu,400064,South,PROD-00253,Office,Stationery,Backpack,398.0,4,0.12,31.84,amazon_orders_batch_1.csv
AMZ-ORD-0000068,2026-02-02,2026-02-04,Second Class,CUST-00205,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400069,West,PROD-00273,Office,Stationery,Backpack,433.65,-3,0.0,86.73,amazon_orders_batch_1.csv
AMZ-ORD-0000076,2026-01-05,2026-01-07,Second Class,,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400077,North,PROD-00305,Fashion,Apparel,Smart Plug,,1,0.0,96.1,amazon_orders_batch_1.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1.csv
,,2026-01-15,Second Class,CUST-00253,Kabir Nair,Consumer,India,Kolkata,West Bengal,400085,East,PROD-00337,Electronics,Accessories,Office Chair,527.39,1,0.0,105.48,amazon_orders_batch_1.csv
AMZ-ORD-0000085,2026-01-14,2026-01-16,First Class,CUST-00256,Anaya Rao,Consumer,India,Ahmedabad,Gujarat,400086,West,PROD-00341,Home,Kitchen,Echo Dot Speaker,534.52,-3,0.04,85.52,amazon_orders_batch_1.csv
AMZ-ORD-0000087,2026-01-16,2026-01-18,Standard Class,CUST-00262,Isha Gupta,Consumer,India,Lucknow,Uttar Pradesh,400088,North,PROD-00349,Beauty,Skincare,Bluetooth Earbuds,548.78,4,1.45,43.9,amazon_orders_batch_1.csv
AMZ-ORD-0001019,2026-01-21,2026-01-24,Second Class,CUST-00177,Meera Joshi,Consumer,India,Hyderabad,Telangana,400021,South,PROD-00056,Home,Kitchen,Water Bottle,854.13,5,1.45,34.17,amazon_orders_batch_2.csv
AMZ-ORD-0001023,2026-01-25,2026-01-28,Second Class,CUST-00193,Neha Verma,Consumer,India,Ahmedabad,Gujarat,400025,West,PROD-00076,Electronics,Accessories,Monitor Stand,,4,0.12,70.93,amazon_orders_batch_2.csv
AMZ-ORD-0001031,2026-02-02,2026-02-05,Second Class,CUST-00225,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400033,South,PROD-00116,Beauty,Skincare,Wireless Mouse,41.52,-3,0.04,6.64,amazon_orders_batch_2.csv
AMZ-ORD-0001037,,2026-01-05,Same Day,,Isha Gupta,Consumer,India,Delhi,Delhi,400039,North,PROD-00146,Office,Stationery,Kindle Reader,80.13,3,0.08,9.62,amazon_orders_batch_2.csv
AMZ-ORD-0001038,2026-01-03,2026-01-06,Standard Class,CUST-00253,Rahul Iyer,Consumer,India,Bengaluru,Karnataka,400040,South,PROD-00151,Electronics,Accessories,Bluetooth Earbuds,88.26,4,1.45,7.06,amazon_orders_batch_2.csv
,2026-01-06,2026-01-09,Same Day,CUST-00265,Priya Sharma,Consumer,India,Chennai,Tamil Nadu,400043,South,PROD-00166,Beauty,Skincare,Wireless Mouse,112.65,2,0.04,18.02,amazon_orders_batch_2.csv
AMZ-ORD-0001046,2026-01-11,2026-01-14,Standard Class,CUST-00285,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400048,West,PROD-00191,Beauty,Skincare,Office Chair,,2,0.04,22.9,amazon_orders_batch_2.csv
AMZ-ORD-0001057,2026-01-22,2026-01-25,Same Day,CUST-00029,Isha Gupta,Consumer,India,Delhi,Delhi,400059,North,PROD-00246,Office,Stationery,Kindle Reader,222.39,3,1.45,26.69,amazon_orders_batch_2.csv
AMZ-ORD-0001062,2026-01-27,2026-01-30,Standard Class,CUST-00049,Rohan Patel,Consumer,India,Kolkata,West Bengal,400064,East,PROD-00271,Office,Stationery,Backpack,263.04,-3,0.08,31.56,amazon_orders_batch_2.csv
AMZ-ORD-0001069,2026-02-03,2026-02-06,Same Day,CUST-00077,Meera Joshi,Consumer,India,Hyderabad,Telangana,400071,South,PROD-00306,Home,Kitchen,Water Bottle,,5,0.16,12.39,amazon_orders_batch_2.csv
AMZ-ORD-0001074,,2026-01-05,Standard Class,,Kabir Nair,Consumer,India,Jaipur,Rajasthan,400076,North,PROD-00331,Home,Kitchen,Smart Plug,340.26,5,0.16,13.61,amazon_orders_batch_2.csv
AMZ-ORD-0001076,2026-01-04,2026-01-07,First Class,CUST-00105,Vihaan Das,Consumer,India,Mumbai,Maharashtra,400078,West,PROD-00341,Beauty,Skincare,Office Chair,356.52,2,1.45,57.04,amazon_orders_batch_2.csv
