source_file,order_id,product_id,order_date,customer_id,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit
amazon_orders_batch_3.csv,AMZ-ORD-0002170,PROD-00001,2026-01-05,CUST-00051,2026-01-06,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400173,East,Beauty,Skincare,Echo Dot Speaker,289.04,5,0.08,34.68
amazon_orders_batch_3.csv,AMZ-ORD-0002175,PROD-00031,2026-01-10,CUST-00076,2026-01-11,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400178,North,Beauty,Skincare,Echo Dot Speaker,324.52,4,0.04,51.92
amazon_orders_batch_3.csv,AMZ-ORD-0002130,PROD-00181,2026-01-03,CUST-00151,2026-01-04,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400133,East,Beauty,Skincare,Echo Dot Speaker,864.52,1,0.16,34.58
amazon_orders_batch_3.csv,AMZ-ORD-0002100,PROD-00001,2026-01-11,CUST-00001,2026-01-12,Same Day,Aarav Singh,Consumer,India,Kolkata,West Bengal,400103,East,Beauty,Skincare,Echo Dot Speaker,621.13,1,0.16,24.85
amazon_orders_batch_3.csv,AMZ-ORD-0002005,PROD-00271,2026-01-30,CUST-00126,2026-01-31,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400008,North,Beauty,Skincare,Echo Dot Speaker,765.65,2,0.2,15.31
amazon_orders_batch_3.csv,AMZ-ORD-0002135,PROD-00211,2026-01-08,CUST-00176,2026-01-09,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400138,North,Beauty,Skincare,Echo Dot Speaker,900.0,6,0.12,72.0
amazon_orders_batch_3.csv,AMZ-ORD-0002025,PROD-00391,2026-01-12,CUST-00226,2026-01-13,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400028,North,Beauty,Skincare,Echo Dot Speaker,27.91,4,0.04,4.47
amazon_orders_batch_3.csv,AMZ-ORD-0002030,PROD-00001,2026-01-17,CUST-00251,2026-01-18,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400033,East,Beauty,Skincare,Echo Dot Speaker,63.39,3,0.0,12.68
amazon_orders_batch_3.csv,AMZ-ORD-0002095,PROD-00391,2026-01-06,CUST-00276,2026-01-07,First Class,Anaya Rao,Consumer,India,Delhi,Delhi,400098,North,Beauty,Skincare,Echo Dot Speaker,585.65,2,0.2,11.71
amazon_orders_batch_3.csv,AMZ-ORD-0002150,PROD-00301,2026-01-23,CUST-00251,2026-01-24,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400153,East,Beauty,Skincare,Echo Dot Speaker,126.78,3,0.0,25.36
amazon_orders_batch_3.csv,AMZ-ORD-0002205,PROD-00211,2026-01-02,CUST-00226,2026-01-03,Standard Class,Anaya Rao,Consumer,India,Delhi,Delhi,400208,North,Beauty,Skincare,Echo Dot Speaker,567.91,4,0.04,90.87
amazon_orders_batch_3.csv,AMZ-ORD-0002190,PROD-00121,2026-01-25,CUST-00151,2026-01-26,Second Class,Aarav Singh,Consumer,India,Kolkata,West Bengal,400193,East,Beauty,Skincare,Echo Dot Speaker,441.13,1,0.16,17.65
amazon_orders_batch_4.csv,AMZ-ORD-0003068,PROD-00057,2026-01-27,CUST-00109,2026-01-29,Standard Class,Rahul Iyer,Consumer,India,Kolkata,West Bengal,400072,East,Fashion,Apparel,Echo Dot Speaker,637.65,3,0.2,12.75
amazon_orders_batch_4.csv,AMZ-ORD-0003051,PROD-00358,2026-01-10,CUST-00007,2026-01-12,Same Day,Priya Sharma,Consumer,India,Lucknow,Uttar Pradesh,400055,North,Electronics,Accessories,Desk Lamp,485.78,1,0.08,58.29
amazon_orders_batch_5.csv,AMZ-ORD-0004018,PROD-00225,2026-01-19,CUST-00227,2026-01-22,Same Day,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400023,North,Beauty,Skincare,Office Chair,600.0,3,0.08,72.0
amazon_orders_batch_5.csv,AMZ-ORD-0004108,PROD-00105,2026-01-29,CUST-00257,2026-02-01,Second Class,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400113,North,Beauty,Skincare,Office Chair,600.0,1,0.16,24.0
amazon_orders_batch_5.csv,AMZ-ORD-0004054,PROD-00093,2026-01-15,CUST-00179,2026-01-18,Same Day,Kabir Nair,Consumer,India,Pune,Maharashtra,400059,West,Office,Stationery,Bluetooth Earbuds,60.0,3,0.24,1.2
amazon_orders_batch_5.csv,AMZ-ORD-0004081,PROD-00309,2026-01-02,CUST-00068,2026-01-05,First Class,Priya Sharma,Consumer,India,Delhi,Delhi,400086,North,Home,Kitchen,Backpack,330.0,2,0.04,52.8
amazon_orders_batch_5.csv,AMZ-ORD-0004027,PROD-00297,2026-01-28,CUST-00290,2026-01-31,Standard Class,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400032,West,Fashion,Apparel,Smart Plug,690.0,4,0.12,55.2
amazon_orders_batch_5.csv,AMZ-ORD-0004126,PROD-00249,2026-01-07,CUST-00083,2026-01-10,Same Day,Vihaan Das,Consumer,India,Kolkata,West Bengal,400131,East,Home,Kitchen,Backpack,780.0,3,0.24,15.6
amazon_orders_batch_6.csv,AMZ-ORD-0005052,PROD-00109,2026-01-10,CUST-00217,2026-01-11,First Class,Rohan Patel,Consumer,India,Pune,Maharashtra,400058,West,Beauty,Skincare,Bluetooth Earbuds,699.91,3,0.28,14.0
amazon_orders_batch_6.csv,AMZ-ORD-0005078,PROD-00343,2026-02-05,CUST-00125,2026-02-06,Standard Class,Rahul Iyer,Consumer,India,Mumbai,Maharashtra,400084,West,Office,Stationery,Backpack,84.78,4,0.24,1.7
amazon_orders_batch_6.csv,AMZ-ORD-0005104,PROD-00157,2026-01-21,CUST-00033,2026-01-22,First Class,Kabir Nair,Consumer,India,Kolkata,West Bengal,400110,East,Electronics,Accessories,Office Chair,369.65,5,0.2,7.39
amazon_orders_batch_6.csv,AMZ-ORD-0005026,PROD-00295,2026-01-25,CUST-00009,2026-01-26,Standard Class,Vihaan Das,Consumer,India,Jaipur,Rajasthan,400032,North,Fashion,Apparel,Smart Plug,415.04,2,0.32,8.3
amazon_orders_batch_6.csv,AMZ-ORD-0005091,PROD-00040,2026-01-08,CUST-00229,2026-01-09,Second Class,Priya Sharma,Consumer,India,Hyderabad,Telangana,400097,South,Fashion,Apparel,Water Bottle,222.13,2,0.04,35.54
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
simple_demo_3col.csv,8,PROD-8,2026-03-14,CUST-8,2026-03-16,Standard Class,Harry,Consumer,India,DemoCity,DemoState,000000,Demo,General,General,Item-Harry,260.0,1,0.0,0.0
