order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,source_file,processing_timestamp
AMZ-ORD-0004005,2026-01-06,2026-01-09,First Class,CUST-00136,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400010,South,PROD-00121,Electronics,Accessories,Echo Dot Speaker,475.65,2,0.2,9.51,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004006,2026-01-07,2026-01-10,Same Day,CUST-00143,Vihaan Das,Consumer,India,Kolkata,West Bengal,400011,East,PROD-00129,Home,Kitchen,Backpack,486.78,3,0.24,9.74,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004007,2026-01-08,2026-01-11,Standard Class,CUST-00150,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400012,West,PROD-00137,Fashion,Apparel,Smart Plug,497.91,4,0.28,9.96,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004008,2026-01-09,2026-01-12,Second Class,CUST-00157,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400013,North,PROD-00145,Beauty,Skincare,Office Chair,509.04,1,0.0,101.81,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004009,2026-01-10,2026-01-13,First Class,CUST-00164,Meera Joshi,Consumer,India,Lucknow,Uttar Pradesh,400014,North,PROD-00153,Office,Stationery,Bluetooth Earbuds,510.0,2,0.04,81.6,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004010,2026-01-11,2026-01-14,Same Day,CUST-00171,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400015,West,PROD-00161,Electronics,Accessories,Echo Dot Speaker,521.13,3,0.08,62.54,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004011,2026-01-12,2026-01-15,Standard Class,CUST-00178,Priya Sharma,Consumer,India,Delhi,Delhi,400016,North,PROD-00169,Home,Kitchen,Backpack,532.26,4,0.12,42.58,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004012,2026-01-13,2026-01-16,Second Class,CUST-00185,Rohan Patel,Consumer,India,Bengaluru,Karnataka,400017,South,PROD-00177,Fashion,Apparel,Smart Plug,543.39,1,0.16,21.74,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004014,2026-01-15,2026-01-18,Same Day,CUST-00199,Kabir Nair,Consumer,India,Pune,Maharashtra,400019,West,PROD-00193,Office,Stationery,Bluetooth Earbuds,565.65,3,0.24,11.31,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004017,2026-01-18,2026-01-21,First Class,CUST-00220,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400022,West,PROD-00217,Fashion,Apparel,Smart Plug,599.04,2,0.04,95.85,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004018,2026-01-19,2026-01-22,Same Day,CUST-00227,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400023,North,PROD-00225,Beauty,Skincare,Office Chair,600.0,3,0.08,72.0,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004019,2026-01-20,2026-01-23,Standard Class,CUST-00234,Meera Joshi,Consumer,India,Lucknow,Uttar Pradesh,400024,North,PROD-00233,Office,Stationery,Bluetooth Earbuds,611.13,4,0.12,48.89,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004020,2026-01-21,2026-01-24,Second Class,CUST-00241,Aarav Singh,Consumer,India,Mumbai,Maharashtra,400025,West,PROD-00241,Electronics,Accessories,Echo Dot Speaker,622.26,1,0.16,24.89,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004021,2026-01-22,2026-01-25,First Class,CUST-00248,Priya Sharma,Consumer,India,Delhi,Delhi,400026,North,PROD-00249,Home,Kitchen,Backpack,633.39,2,0.2,12.67,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004023,2026-01-24,2026-01-27,Standard Class,CUST-00262,Neha Verma,Consumer,India,Hyderabad,Telangana,400028,South,PROD-00265,Beauty,Skincare,Office Chair,655.65,4,0.28,13.11,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004024,2026-01-25,2026-01-28,Second Class,CUST-00269,Kabir Nair,Consumer,India,Pune,Maharashtra,400029,West,PROD-00273,Office,Stationery,Bluetooth Earbuds,666.78,1,0.0,133.36,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004025,2026-01-26,2026-01-29,First Class,CUST-00276,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400030,South,PROD-00281,Electronics,Accessories,Echo Dot Speaker,677.91,2,0.04,108.47,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004027,2026-01-28,2026-01-31,Standard Class,CUST-00290,Isha Gupta,Consumer,India,Ahmedabad,Gujarat,400032,West,PROD-00297,Fashion,Apparel,Smart Plug,690.0,4,0.12,55.2,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004028,2026-01-29,2026-02-01,Second Class,CUST-00297,Rahul Iyer,Consumer,India,Jaipur,Rajasthan,400033,North,PROD-00305,Beauty,Skincare,Office Chair,701.13,1,0.16,28.05,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004029,2026-01-30,2026-02-02,First Class,CUST-00004,Meera Joshi,Consumer,India,Lucknow,Uttar Pradesh,400034,North,PROD-00313,Office,Stationery,Bluetooth Earbuds,712.26,2,0.2,14.25,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004031,2026-02-01,2026-02-04,Standard Class,CUST-00018,Priya Sharma,Consumer,India,Delhi,Delhi,400036,North,PROD-00329,Home,Kitchen,Backpack,734.52,4,0.28,14.69,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004033,2026-02-03,2026-02-06,First Class,CUST-00032,Neha Verma,Consumer,India,Hyderabad,Telangana,400038,South,PROD-00345,Beauty,Skincare,Office Chair,756.78,2,0.04,121.08,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
AMZ-ORD-0004035,2026-02-05,2026-02-08,Standard Class,CUST-00046,Anaya Rao,Consumer,India,Chennai,Tamil Nadu,400040,South,PROD-00361,Electronics,Accessories,Echo Dot Speaker,779.04,4,0.12,62.32,amazon_orders_batch_5.csv,2026-03-14T08:06:22.987Z
